name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
montgomery,2023-08-01,35,22.9,28.3,34.2,22.9,28.4,18.2,59.3,0,0,0,,0,0,16.6,15.6,359.1,1016.7,22.5,15.9,306.1,26.4,9,10,2023-08-01T05:59:44,2023-08-01T19:43:02,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-02,35.1,21.9,28.1,35.5,21.9,28.7,18.9,60.3,0,0,0,,0,0,16.6,12.3,35,1017.7,2.2,15.6,306.8,26.3,9,30,2023-08-02T06:00:25,2023-08-02T19:42:14,0.53,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-03,35.3,24.5,28.2,37.8,24.5,29,21,68.2,0.264,100,8.33,rain,0,0,58.4,12.7,237.5,1016.3,17,14.8,270.9,23.4,9,30,2023-08-03T06:01:05,2023-08-03T19:41:24,0.57,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-04,33.9,23.2,25.9,37,23.2,26.7,22,80.9,6.342,100,20.83,rain,0,0,37.1,12.5,312.1,1014.1,30.1,13.6,145.2,12.5,9,30,2023-08-04T06:01:45,2023-08-04T19:40:33,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-05,34.7,23.2,28.4,38.5,23.2,30.5,21.9,70.9,0.132,100,4.17,rain,0,0,22.3,9,12.3,1014.5,50.3,13.5,280.8,24.3,9,60,2023-08-05T06:02:25,2023-08-05T19:39:40,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-06,37.1,23.7,29.2,42,23.7,31.4,21.8,66.9,0.046,100,12.5,rain,0,0,63,29,245.8,1014.8,15.3,16,289.4,24.9,9,75,2023-08-06T06:03:05,2023-08-06T19:38:47,0.67,Rain,Clear conditions throughout the day with rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-07,36.2,23.3,29.6,43.8,23.3,32.6,21.8,65.5,0,0,0,,0,0,37.1,19.9,221.1,1014.9,26.6,16,249.7,21.6,8,100,2023-08-07T06:03:45,2023-08-07T19:37:52,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-08,33.7,23.3,26.3,37.8,23.3,27,21,73.9,0.787,100,4.17,rain,0,0,62.8,37.6,320.1,1015.6,45.9,15.8,184.1,16,7,60,2023-08-08T06:04:26,2023-08-08T19:36:56,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-09,35.3,22.4,27.9,39.4,22.4,30,21.6,70.8,0,0,0,,0,0,35.3,12.4,186.4,1013.9,57.1,16,262.4,22.9,9,75,2023-08-09T06:05:06,2023-08-09T19:35:59,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-10,34,25.1,28.7,35.7,25.1,30,20.8,64.8,0.223,100,12.5,rain,0,0,60.8,31.8,261,1012.1,31.4,16,259.4,22.4,9,60,2023-08-10T06:05:46,2023-08-10T19:35:01,0.81,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-11,35.1,23.5,28,39.8,23.5,29.9,22.3,73,13.777,100,29.17,rain,0,0,61.2,23.8,218.3,1012.6,47.9,15.7,215.6,18.9,9,75,2023-08-11T06:06:26,2023-08-11T19:34:02,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-12,36.4,22.9,28.3,41.2,22.9,30.7,21.8,70.2,0.171,100,4.17,rain,0,0,42.5,22.6,153.8,1014.6,22.7,15.9,291,25,9,100,2023-08-12T06:07:06,2023-08-12T19:33:02,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"99999973802,KMXF,72226513821,TT396,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-08-13,35.6,23.5,27.9,42.8,23.5,30.1,22.6,74.4,18.057,100,20.83,rain,0,0,51.8,29.1,230.9,1015.6,24.9,16,241.7,20.9,8,75,2023-08-13T06:07:46,2023-08-13T19:32:00,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-14,36.4,24.2,29.3,41.9,24.2,32.2,22.8,70.3,0.25,100,4.17,rain,0,0,29.5,20.5,159,1015,22,16,266.6,22.9,9,75,2023-08-14T06:08:26,2023-08-14T19:30:58,0.94,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-15,34.8,24.5,28.8,41.2,24.5,31,21.8,68,0,0,0,,0,0,50.6,35.6,312.7,1013.3,29,15.9,209.5,17.9,8,75,2023-08-15T06:09:06,2023-08-15T19:29:55,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-16,30.8,20.5,25.6,30.3,20.5,25.5,16.3,58.9,0,0,0,,0,0,22.3,14.1,17.3,1013.9,10.3,16,297.2,25.6,9,10,2023-08-16T06:09:45,2023-08-16T19:28:51,0,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-17,33.4,18.6,25.9,32.2,18.6,25.7,16.6,62.2,0,0,0,,0,0,33.5,12,285.3,1013.1,3.8,15.7,296.3,25.7,9,10,2023-08-17T06:10:25,2023-08-17T19:27:46,0.04,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-18,33.4,19.8,26.7,33.6,19.8,26.9,17.9,62.3,0,0,0,,0,0,16.6,13,41,1013.9,2.9,15.6,286.3,24.9,9,10,2023-08-18T06:11:04,2023-08-18T19:26:40,0.08,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,F7894,72226013895,KMGM,K1A9"
montgomery,2023-08-19,34.3,22.4,27.8,34.9,22.4,28.3,19.4,64.3,0,0,0,,0,0,16.6,12.5,49,1015.1,3,14.3,284.9,24.4,9,10,2023-08-19T06:11:44,2023-08-19T19:25:33,0.11,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-20,35.1,22.2,28.4,36.2,22.2,29.5,19.7,62.2,0,0,0,,0,0,27.7,15.5,49.5,1017.5,6.5,16,283,24.4,9,30,2023-08-20T06:12:23,2023-08-20T19:24:25,0.15,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-21,34.8,24.4,29.1,36.8,24.4,30.4,20.7,63.2,0,0,0,,0,0,18.4,12.1,118.3,1018.6,18,15.9,279.9,24.2,9,30,2023-08-21T06:13:02,2023-08-21T19:23:17,0.18,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-22,36.7,24.3,30.3,38.5,24.3,31.9,20.9,61.3,0,0,0,,0,0,20.5,15.3,20.6,1016.4,3.5,15.8,270.6,23.5,8,30,2023-08-22T06:13:41,2023-08-22T19:22:07,0.22,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-23,37,25.2,31,43.3,25.2,33.3,21.2,58.7,0,0,0,,0,0,25.9,14.9,51.8,1014.8,8.5,15.9,282.6,24.4,9,60,2023-08-23T06:14:20,2023-08-23T19:20:57,0.25,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-24,35.4,26,30.5,38.5,26,32.6,21,58.4,0,0,0,,0,0,24.1,14,100.3,1015.6,9.4,15.7,249.7,21.8,9,60,2023-08-24T06:14:59,2023-08-24T19:19:46,0.25,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-25,37.2,23.6,29.8,39.8,23.6,31.2,20.4,60.8,0.177,100,4.17,rain,0,0,20.5,18.9,344.5,1014.3,5.9,15.5,273.1,23.6,9,60,2023-08-25T06:15:37,2023-08-25T19:18:35,0.32,Rain,Clear conditions throughout the day with afternoon rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-26,38.7,23.2,29.2,41.4,23.2,30.2,20.1,62.4,0,0,0,,0,0,37.8,19.8,359.9,1011,6,16,247.9,21.4,9,60,2023-08-26T06:16:16,2023-08-26T19:17:23,0.35,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-27,37.4,22.8,29.9,38.7,22.8,31.3,20.5,62,0.015,100,4.17,rain,0,0,16.6,18.2,350.5,1008,9.2,15.1,258.3,22.4,9,30,2023-08-27T06:16:54,2023-08-27T19:16:10,0.39,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-28,33.7,23.6,26.3,36.8,23.6,27,21.2,74.7,4.604,100,20.83,rain,0,0,46,12.3,61.2,1008.7,40,15.7,135.2,11.7,7,60,2023-08-28T06:17:33,2023-08-28T19:14:56,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-29,33.9,22.6,26.8,36.2,22.6,27.6,20.8,72.7,1.286,100,29.17,rain,0,0,48.9,14,44.6,1009.4,37.3,15.9,237.3,20.5,9,30,2023-08-29T06:18:11,2023-08-29T19:13:42,0.45,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-08-30,32.4,23.4,26.9,34,23.4,27.8,20.3,68.8,0.009,100,4.17,rain,0,0,31.7,17.7,352,1006,74,16,172.2,14.9,6,10,2023-08-30T06:18:49,2023-08-30T19:12:28,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"99999973802,KMXF,72226513821,F7894,TT396,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-08-31,33,22,27.3,33.4,22,27.4,17.1,56.1,0,0,0,,0,0,16.6,14.4,20.5,1010.7,39.2,16,260.8,22.6,9,10,2023-08-31T06:19:27,2023-08-31T19:11:12,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-01,29.8,24,26,33.7,24,26.9,21.8,78.2,28.863,100,29.17,rain,0,0,61,26.8,87.3,1016.9,95.1,14.7,76.3,6.6,5,30,2023-09-01T06:20:05,2023-09-01T19:09:57,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-02,28.1,22.9,25,28.6,22.9,25.2,18.1,66.1,0.009,100,4.17,rain,0,0,27.7,16,77.2,1019.6,88.9,16,126.1,10.9,5,10,2023-09-02T06:20:43,2023-09-02T19:08:40,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-03,31.4,22,26.2,33,22,27,19.3,66.8,0,0,0,,0,0,18.4,11.3,61.3,1017.7,55.6,16,227.3,19.7,7,10,2023-09-03T06:21:21,2023-09-03T19:07:24,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-04,32.8,22,26.8,33,22,27.2,19.2,66.5,0,0,0,,0,0,14.8,14,108.9,1016.1,16.3,15.9,251.9,21.7,8,10,2023-09-04T06:21:59,2023-09-04T19:06:07,0.65,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-05,33,21.4,26.6,33.2,21.4,26.9,18.8,66,0,0,0,,0,0,14.8,10.8,121.1,1016.5,14.8,15.9,212.3,18.3,7,10,2023-09-05T06:22:36,2023-09-05T19:04:49,0.69,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-06,33.8,20.4,26.9,34.2,20.4,27.4,19.1,66.5,0,0,0,,0,0,13,8.7,311.6,1015,23.2,14.5,256.7,22.2,9,10,2023-09-06T06:23:14,2023-09-06T19:03:31,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-07,34.4,22.1,27.8,34.4,22.1,28,18,58.5,0,0,0,,0,0,34.2,16.7,295,1011.8,4.3,16,264.6,22.9,8,30,2023-09-07T06:23:51,2023-09-07T19:02:13,0.75,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-08,31.9,19.3,25.4,30.4,19.3,25,14.6,56.3,0,0,0,,0,0,27.7,16.4,344,1012.2,0.5,16,276.1,23.7,9,10,2023-09-08T06:24:29,2023-09-08T19:00:54,0.79,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-09,32.1,18.2,24.9,31.4,18.2,24.8,16.4,63.3,0,0,0,,0,0,13,10.1,9.4,1012.9,12.1,15.5,268.7,23.2,9,10,2023-09-09T06:25:06,2023-09-09T18:59:35,0.82,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-10,33.3,19.8,26,32.4,19.8,25.9,16.5,60.3,0,0,0,,0,0,11.2,8.8,33.3,1014.4,1.5,15.9,251.8,21.8,9,10,2023-09-10T06:25:44,2023-09-10T18:58:16,0.85,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-11,34.5,21.1,27.2,34,21.1,27.3,17.7,60.2,0,0,0,,0,0,13,10.9,110.1,1015.4,11,15.9,226.5,19.4,8,30,2023-09-11T06:26:21,2023-09-11T18:56:57,0.89,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9"
montgomery,2023-09-12,33.3,21.5,27.2,33.1,21.5,27.4,18.4,61.9,0,0,0,,0,0,16.6,14.4,207,1014.5,14.5,15.8,255.9,22.1,8,30,2023-09-12T06:26:59,2023-09-12T18:55:37,0.92,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-09-13,33.1,21.7,26.7,32.6,21.7,27,18.5,64,0.066,100,4.17,rain,0,0,18.4,14.1,331.2,1013.3,60.2,16,196,16.9,8,30,2023-09-13T06:27:36,2023-09-13T18:54:17,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-14,28.5,22.7,24.6,29.6,22.7,24.7,19.2,72.5,0.825,100,16.67,rain,0,0,18.4,12.4,334.4,1013.7,65.5,15.8,126.3,10.8,5,10,2023-09-14T06:28:14,2023-09-14T18:52:57,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-15,30.4,21.3,25.1,31.2,21.3,25.4,18.9,69.9,0.277,100,12.5,rain,0,0,20.5,16.3,63.8,1014.5,59,16,206.3,17.7,9,30,2023-09-15T06:28:51,2023-09-15T18:51:37,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-16,29,21.3,23.9,30.9,21.3,24.3,19.6,77.5,27.654,100,33.33,rain,0,0,22.3,14.5,79.8,1014.7,83.7,14.9,122.5,10.4,5,30,2023-09-16T06:29:29,2023-09-16T18:50:17,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-17,31,19.2,24.2,30,19.2,24.1,17.7,71.1,0,0,0,,0,0,31.7,20.1,344.8,1013.1,51.4,15.2,183.2,15.8,7,30,2023-09-17T06:30:06,2023-09-17T18:48:56,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-18,30.2,15.2,22.3,28.8,15.2,21.9,12.9,61.7,0,0,0,,0,0,33.5,14.2,336.5,1015.1,6,14,255.2,22.1,9,10,2023-09-18T06:30:44,2023-09-18T18:47:36,0.13,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-19,29.9,16.1,22.3,29.2,16.1,22.2,14.7,65.5,0,0,0,,0,0,13,12.1,69.5,1016.6,0.4,15.7,257.1,22.2,8,10,2023-09-19T06:31:21,2023-09-19T18:46:15,0.16,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-20,29.2,16.8,22.8,28.5,16.8,22.6,14.6,63.2,0,0,0,,0,0,29.5,16.1,69.7,1017.2,21.2,16,202,17.5,8,10,2023-09-20T06:31:59,2023-09-20T18:44:55,0.2,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-21,30.2,19.4,24.3,29.6,19.4,24.2,15.5,60.1,0.005,100,4.17,rain,0,0,29.5,16.6,61.9,1018.2,35.1,16,221.1,19.1,8,10,2023-09-21T06:32:37,2023-09-21T18:43:34,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-22,29.6,18.6,23.1,28.9,18.6,23,15.1,63.4,0,0,0,,0,0,31.7,21.5,59.7,1017,14.2,16,230.6,20,8,10,2023-09-22T06:33:15,2023-09-22T18:42:14,0.25,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-23,31.4,15.1,22.6,29.8,15.1,22.2,13.3,62.6,0,0,0,,0,0,18.4,12.9,329.5,1013.5,20.5,13.8,223.5,19.2,8,10,2023-09-23T06:33:53,2023-09-23T18:40:54,0.3,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-24,32.3,15.4,23.4,30.7,15.4,23,14.3,62.9,0,0,0,,0,0,25.9,9.6,261.8,1012.9,0.3,14.6,240.2,20.9,8,10,2023-09-24T06:34:32,2023-09-24T18:39:34,0.34,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-25,29.4,18.3,23.8,29.6,18.3,24,17.7,70.9,0,0,0,,0,0,13,9.1,279.4,1015.4,57.8,15.5,147.8,12.7,5,10,2023-09-25T06:35:10,2023-09-25T18:38:13,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-26,32.9,22.3,25.8,32.1,22.3,25.9,17.9,64.5,0.001,100,4.17,rain,0,0,27.7,25.1,84.9,1016.4,45,15.8,188.7,16.2,8,10,2023-09-26T06:35:49,2023-09-26T18:36:54,0.41,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-27,27.2,21.2,23.4,28,21.2,23.5,17,67.8,0,0,0,,0,0,27.7,20.1,71.8,1017.2,74.9,16,105,8.9,4,10,2023-09-27T06:36:27,2023-09-27T18:35:34,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-28,26.8,18.7,22.4,27.1,18.7,22.4,15.3,65.2,0,0,0,,0,0,25.9,17.7,57.3,1017.3,45.6,16,171.5,14.8,8,10,2023-09-28T06:37:06,2023-09-28T18:34:14,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-29,31.2,16.2,23.1,30.4,16.2,23,15.1,64,0.001,100,4.17,rain,0,0,22.3,17.4,60,1017.5,0.1,16,231.7,20.1,8,10,2023-09-29T06:37:46,2023-09-29T18:32:55,0.5,Rain,Clear conditions throughout the day with morning rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-09-30,31.7,18.4,24.3,30.6,18.4,24,15.1,61,0,0,0,,0,0,18.4,14.1,56.4,1018.5,7.1,16,227.8,19.6,8,10,2023-09-30T06:38:25,2023-09-30T18:31:36,0.54,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-10-01,30.1,17.5,23.6,29.5,17.5,23.5,14.3,59,0,0,0,,0,0,36,20.6,65.3,1020.1,13.4,16,235,20.3,9,10,2023-10-01T06:39:04,2023-10-01T18:30:18,0.57,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-10-02,30.4,16.4,23,29.2,16.4,22.7,13.3,58.6,0,0,0,,0,0,33.5,24.1,75.2,1019.8,0.1,15.7,237.1,20.7,8,10,2023-10-02T06:39:44,2023-10-02T18:28:59,0.61,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-10-03,30.2,15.5,22.3,28.9,15.5,22,12.8,59.3,0,0,0,,0,0,20.5,14.8,75,1018.9,0,15.8,226.8,19.7,8,10,2023-10-03T06:40:24,2023-10-03T18:27:41,0.64,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-10-04,30.9,15.4,22.6,29.7,15.4,22.3,13.1,59.1,0,0,0,,0,0,27.7,19.4,82.7,1018,1.9,15.8,224,19.3,8,10,2023-10-04T06:41:05,2023-10-04T18:26:24,0.67,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-10-05,30.1,17.8,23.8,29.4,17.8,23.7,14.6,58.3,0,0,0,,0,0,24.1,11.9,85.6,1016.2,23.8,16,164.9,14.1,7,10,2023-10-05T06:41:45,2023-10-05T18:25:07,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-10-06,30.3,20.8,24.7,29.8,20.8,24.7,14.9,55.5,0,0,0,,0,0,31.3,14.7,353.9,1014.2,86.6,16,139.1,12.1,6,10,2023-10-06T06:42:26,2023-10-06T18:23:50,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-10-07,24.5,11.8,19.2,24.5,11.8,19.2,4.8,45.2,0,0,0,,0,0,39.7,23.9,342.9,1017.2,1.1,16,235.8,20.3,8,10,2023-10-07T06:43:07,2023-10-07T18:22:34,0.77,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-10-08,23.3,5.6,14.3,23.3,5.6,14.3,1.5,50.3,0,0,0,,0,0,31.7,16.4,342.9,1017.2,0,15.9,236.4,20.3,8,10,2023-10-08T06:43:49,2023-10-08T18:21:18,0.8,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-10-09,26.5,6.3,15.8,26.5,6.3,15.8,4,53.2,0,0,0,,0,0,35.3,14.8,230.6,1014,0,16,230.4,19.7,8,10,2023-10-09T06:44:31,2023-10-09T18:20:03,0.84,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-10-10,29,9.4,18.6,27.6,9.4,18.4,8.4,56.6,0,0,0,,0,0,22.3,14.8,242.6,1012.6,3,16,178.9,15.4,6,10,2023-10-10T06:45:13,2023-10-10T18:18:48,0.87,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-10-11,20.5,15.5,17.3,20.5,15.5,17.3,13.5,78.7,42.56,100,41.67,rain,0,0,40.7,22.2,59.9,1011.6,76.7,13.7,31.5,2.7,1,10,2023-10-11T06:45:55,2023-10-11T18:17:34,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-10-12,20.9,16,18,20.9,16,18,14.2,79,19.072,100,41.67,rain,0,0,52.8,28.4,56.5,1006.9,94.6,14.6,46.2,4,2,10,2023-10-12T06:46:38,2023-10-12T18:16:21,0.93,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"99999973802,KMXF,72226513821,TT396,KMGM,72226013895,K1A9"
montgomery,2023-10-13,20.9,17.2,19,20.9,17.2,19,15.9,82.4,0.292,100,8.33,rain,0,0,22.3,14.5,47.9,1010.8,100,15,53.8,4.5,2,10,2023-10-13T06:47:21,2023-10-13T18:15:08,0.97,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
montgomery,2023-10-14,24.4,15.6,19.9,24.4,15.6,19.9,13.6,69.5,0,0,0,,0,0,38.9,17.3,273.6,1010.8,53.2,15,131.3,11.4,6,10,2023-10-14T06:48:05,2023-10-14T18:13:57,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,TT396,72226013895,KMGM,K1A9"
